add-none, 2, 10000, 40000, 536409, 13, -1972
add-none, 2, 100000, 400000, 4462374, 11, -16860
add-none, 2, 1000000, 4000000, 46720570, 11, -176821
add-none, 4, 100, 800, 153172, 191, 26
add-none, 4, 1000, 8000, 174044, 21, -173
add-none, 4, 10000, 80000, 991838, 12, -519
add-none, 4, 100000, 800000, 9419938, 11, -12459
add-none, 4, 1000000, 8000000, 99457330, 12, -104034
add-yield-none, 1, 100, 200, 155067, 775, 0
add-yield-none, 1, 1000, 2000, 544302, 272, 0
add-yield-none, 1, 10000, 20000, 4743858, 237, 0
add-yield-none, 1, 100000, 200000, 45897029, 229, 0
add-yield-none, 1, 1000000, 2000000, 449990070, 224, 0
add-yield-none, 2, 100, 400, 166044, 415, -8
add-yield-none, 2, 1000, 4000, 765791, 191, 115
add-yield-none, 2, 10000, 40000, 6836466, 170, -140
add-yield-none, 2, 100000, 400000, 66151760, 165, -3263
add-yield-none, 2, 1000000, 4000000, 650169471, 162, -5111
add-yield-none, 4, 100, 800, 190423, 238, 117
add-yield-none, 4, 1000, 8000, 820376, 102, 142
add-yield-none, 4, 10000, 80000, 7067357, 88, -136
add-yield-none, 4, 100000, 800000, 68460139, 85, 31
add-yield-none, 4, 1000000, 8000000, 688755118, 86, -21231
add-yield-m, 2, 10000, 40000, 17464641, 436, 0
add-yield-m, 4, 10000, 80000, 64901891, 811, 0
add-yield-m, 8, 10000, 160000, 163745973, 1023, 0
add-yield-m, 12, 10000, 240000, 223335581, 930, 0
add-yield-c, 2, 10000, 40000, 12716432, 317, 0
add-yield-c, 4, 10000, 80000, 31492450, 393, 0
add-yield-c, 8, 10000, 160000, 76924394, 480, 0
add-yield-c, 12, 10000, 240000, 122133580, 508, 0
add-yield-s, 2, 10000, 40000, 14621861, 365, 0
add-yield-s, 4, 10000, 80000, 35044222, 438, 0
add-yield-s, 8, 1000, 16000, 12440346, 777, 0
add-yield-s, 12, 1000, 24000, 23289599, 970, 0
add-m, 1, 10000, 20000, 781947, 39, 0
add-m, 2, 10000, 40000, 3210346, 80, 0
add-m, 4, 10000, 80000, 16249392, 203, 0
add-m, 8, 10000, 160000, 25359540, 158, 0
add-m, 12, 10000, 240000, 35860690, 149, 0
add-c, 1, 10000, 20000, 496154, 24, 0
add-c, 2, 10000, 40000, 2014556, 50, 0
add-c, 4, 10000, 80000, 5905331, 73, 0
add-c, 8, 10000, 160000, 12686990, 79, 0
add-c, 12, 10000, 240000, 20942268, 87, 0
add-s, 1, 10000, 20000, 311906, 15, 0
add-s, 2, 10000, 40000, 3575910, 89, 0
add-s, 4, 10000, 80000, 15961267, 199, 0
add-s, 8, 10000, 160000, 64998245, 406, 0
